category,name,name_1,formula,message,oid,expiry_time,ename,obj_id,name_2,enum,descr_1
Environmental,Dell PowerConnect: Status,Dell: PowerConnect Global Status is now NON-CRITICAL,result(o_2424) == 4,Dell: PowerConnect Global Status is now NON-CRITICAL,.1.3.6.1.4.1.674.10895.3000.1.2.110.1,90,Dell: PowerConnect Global Status is now Critical,2424,Global Status,3:ok#4:non-critical#5:critical#,"Current status of the product.This is a rollup for the entire product. The status is intended to give initiative to a snmp monitor to get further data when this status is abnormal. This variable can take the following values: 3: OK If fans and power supplies are functioning and the system did not reboot because of a HW watchdog failure or a SW fatal error condition. 4: Non-critical If at least one power supply is not functional or the system rebooted at least once because of a HW watchdog failure or a SW fatal error condition. 5: Critical If at least one fan is not functional, possibly causing a dangerous warming up of the device."
Environmental,Dell PowerVault: Tape Library Configuration,Dell: PowerVault Global Status = OK,result(o_2431)  == 3 and (active(a_522) or active(a_523) or active(a_524)),Dell: PowerVault Global Status = OK,.1.3.6.1.4.1.674.10893.2.101.2.1,90,Dell: PowerVault Global Status = Critical,2431,Global Status,1:other#2:unknown#3:ok#4:non-critical#5:critical#6:non-Recoverable#,Current status of the agent for this server. This is a rollup for the entire agent including any monitored devices. The status is intended to give initiative to a snmp monitor to get further data when this status is abnormal.
Environmental,Dell PowerVault: Tape Library Configuration,Dell: PowerVault Global Status = non-critical,result(o_2431)  == 4,Dell: PowerVault Global Status = non-critical,.1.3.6.1.4.1.674.10893.2.101.2.1,90,Dell: PowerVault Global Status = Critical,2431,Global Status,1:other#2:unknown#3:ok#4:non-critical#5:critical#6:non-Recoverable#,Current status of the agent for this server. This is a rollup for the entire agent including any monitored devices. The status is intended to give initiative to a snmp monitor to get further data when this status is abnormal.
Environmental,Dell PowerVault: Tape Library Configuration,Dell: PowerVault Global Status = Critical,result(o_2431)  == 5,Dell: PowerVault Global Status = Critical,.1.3.6.1.4.1.674.10893.2.101.2.1,90,Dell: PowerVault Global Status = Critical,2431,Global Status,1:other#2:unknown#3:ok#4:non-critical#5:critical#6:non-Recoverable#,Current status of the agent for this server. This is a rollup for the entire agent including any monitored devices. The status is intended to give initiative to a snmp monitor to get further data when this status is abnormal.
Environmental,Dell PowerVault: Tape Library Configuration,Dell: PowerVault Global Status = non-recoverable,result(o_2431)  == 6,Dell: PowerVault Global Status = non-recoverable,.1.3.6.1.4.1.674.10893.2.101.2.1,90,Dell: PowerVault Global Status = Critical,2431,Global Status,1:other#2:unknown#3:ok#4:non-critical#5:critical#6:non-Recoverable#,Current status of the agent for this server. This is a rollup for the entire agent including any monitored devices. The status is intended to give initiative to a snmp monitor to get further data when this status is abnormal.
Environmental,Dell PowerVault: Tape Library Configuration,Dell: PowerVault Mailbox Door is Open,result(o_2440) == 2,Dell: PowerVault Mailbox Door is Open,.1.3.6.1.4.1.674.10893.2.101.3.1.1.24,90,Dell: PowerVault Global Status = Critical,2440,Maillbox State,1:unknown#2:open#3:closed#4:locked#,Mailbox State of the device. The interpretation of this value is vendor specific.
Environmental,Dell PowerVault: Tape Library Configuration,Dell: PowerVault Mailbox Door is Closed,result(o_2440) == 3 and active(a_527),Dell: PowerVault Mailbox Door is Closed,.1.3.6.1.4.1.674.10893.2.101.3.1.1.24,90,Dell: PowerVault Global Status = Critical,2440,Maillbox State,1:unknown#2:open#3:closed#4:locked#,Mailbox State of the device. The interpretation of this value is vendor specific.
Environmental,HP ISM: Disk Array,HP-ISM: Physical Drive OK,"result(o_2821, enums={1: 'other', 2: 'OK', 3: 'Failed', 4: 'PredictiveFailure'}, label='o_2831') == 2 and (active(a_575) or active(a_576))",HP-ISM: Physical Drive OK,.1.3.6.1.4.1.232.3.2.5.1.1.5,90,HP-ISM: Disk Array Status Degraded,2831,Physical Drive Bay Location,,
Environmental,HP ISM: Disk Array,HP-ISM: Physical Drive OK,"result(o_2821, enums={1: 'other', 2: 'OK', 3: 'Failed', 4: 'PredictiveFailure'}, label='o_2831') == 2 and (active(a_575) or active(a_576))",HP-ISM: Physical Drive OK,.1.3.6.1.4.1.232.3.2.5.1.1.6,90,HP-ISM: Disk Array Status Degraded,2821,Physical Drive Status,1:other#2:ok#3:failed#4:predictiveFailure#,"Physical Drive Status. This shows the status of the physical drive. The following values are valid for the physical drive status: other (1) Indicates that the instrument agent does not recognize the drive. You may need to upgrade your instrument agent and/or driver software. ok (2) Indicates the drive is functioning properly. failed (3) Indicates that the drive is no longer operating and should be replaced. predictiveFailure(4) Indicates that the drive has a predictive failure error and should be replaced. If you suspect a problem, run Compaq Diagnostics."
Environmental,HP ISM: Disk Array,HP-ISM: Physical Drive Failed,"result(o_2821, enums={1: 'other', 2: 'OK', 3: 'Failed', 4: 'PredictiveFailure'}, label='o_2831') == 3",HP-ISM: Physical Drive Failed,.1.3.6.1.4.1.232.3.2.5.1.1.5,90,HP-ISM: Disk Array Status Degraded,2831,Physical Drive Bay Location,,
Environmental,HP ISM: Disk Array,HP-ISM: Physical Drive Failed,"result(o_2821, enums={1: 'other', 2: 'OK', 3: 'Failed', 4: 'PredictiveFailure'}, label='o_2831') == 3",HP-ISM: Physical Drive Failed,.1.3.6.1.4.1.232.3.2.5.1.1.6,90,HP-ISM: Disk Array Status Degraded,2821,Physical Drive Status,1:other#2:ok#3:failed#4:predictiveFailure#,"Physical Drive Status. This shows the status of the physical drive. The following values are valid for the physical drive status: other (1) Indicates that the instrument agent does not recognize the drive. You may need to upgrade your instrument agent and/or driver software. ok (2) Indicates the drive is functioning properly. failed (3) Indicates that the drive is no longer operating and should be replaced. predictiveFailure(4) Indicates that the drive has a predictive failure error and should be replaced. If you suspect a problem, run Compaq Diagnostics."
Environmental,HP ISM: Disk Array,HP-ISM: Physcial Drive Predictive Failure,"result(o_2821, enums={1: 'other', 2: 'OK', 3: 'Failed', 4: 'PredictiveFailure'}, label='o_2831') == 4",HP-ISM: Physcial Drive Predictive Failure,.1.3.6.1.4.1.232.3.2.5.1.1.5,90,HP-ISM: Disk Array Status Degraded,2831,Physical Drive Bay Location,,
Environmental,HP ISM: Disk Array,HP-ISM: Physcial Drive Predictive Failure,"result(o_2821, enums={1: 'other', 2: 'OK', 3: 'Failed', 4: 'PredictiveFailure'}, label='o_2831') == 4",HP-ISM: Physcial Drive Predictive Failure,.1.3.6.1.4.1.232.3.2.5.1.1.6,90,HP-ISM: Disk Array Status Degraded,2821,Physical Drive Status,1:other#2:ok#3:failed#4:predictiveFailure#,"Physical Drive Status. This shows the status of the physical drive. The following values are valid for the physical drive status: other (1) Indicates that the instrument agent does not recognize the drive. You may need to upgrade your instrument agent and/or driver software. ok (2) Indicates the drive is functioning properly. failed (3) Indicates that the drive is no longer operating and should be replaced. predictiveFailure(4) Indicates that the drive has a predictive failure error and should be replaced. If you suspect a problem, run Compaq Diagnostics."
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Fan Condition Degraded,"result(o_2836, enums = {1:'other', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2833') == 3",HP-ISM:  Fan Condition at location %L is now Degraded,.1.3.6.1.4.1.232.6.2.6.7.1.3,90,HP-ISM: Power Supply Failure,2833,Fan Location,1:other#2:unknown#3:system#4:systemBoard#5:ioBoard#6:cpu#7:memory#8:storage#9:removableMedia#10:powerSupply#11:ambient#12:chassis#13:bridgeCard,1:other#2:unknown#3:system#4:systemBoard#5:ioBoard#6:cpu#7:memory#8:storage#9:removableMedia#10:powerSupply#11:ambient#12:chassis#13:bridgeCard
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Fan Condition Degraded,"result(o_2836, enums = {1:'other', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2833') == 3",HP-ISM:  Fan Condition at location %L is now Degraded,.1.3.6.1.4.1.232.6.2.6.7.1.9,90,HP-ISM: Power Supply Failure,2836,Fan Condition,1:other#2:ok#3:degraded#4:failed,
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Fan Condition Failure,"result(o_2836, enums = {1:'other', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2833') == 4",HP-ISM:  Fan Condition at location %L is now Failed,.1.3.6.1.4.1.232.6.2.6.7.1.3,90,HP-ISM: Power Supply Failure,2833,Fan Location,1:other#2:unknown#3:system#4:systemBoard#5:ioBoard#6:cpu#7:memory#8:storage#9:removableMedia#10:powerSupply#11:ambient#12:chassis#13:bridgeCard,1:other#2:unknown#3:system#4:systemBoard#5:ioBoard#6:cpu#7:memory#8:storage#9:removableMedia#10:powerSupply#11:ambient#12:chassis#13:bridgeCard
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Fan Condition Failure,"result(o_2836, enums = {1:'other', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2833') == 4",HP-ISM:  Fan Condition at location %L is now Failed,.1.3.6.1.4.1.232.6.2.6.7.1.9,90,HP-ISM: Power Supply Failure,2836,Fan Condition,1:other#2:ok#3:degraded#4:failed,
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Fan Condition OK,"result(o_2836, enums = {1:'other', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2833') ==2 and (active(a_590) or active(a_591))",HP-ISM:  Fan Condition at location %L is now OK,.1.3.6.1.4.1.232.6.2.6.7.1.3,90,HP-ISM: Power Supply Failure,2833,Fan Location,1:other#2:unknown#3:system#4:systemBoard#5:ioBoard#6:cpu#7:memory#8:storage#9:removableMedia#10:powerSupply#11:ambient#12:chassis#13:bridgeCard,1:other#2:unknown#3:system#4:systemBoard#5:ioBoard#6:cpu#7:memory#8:storage#9:removableMedia#10:powerSupply#11:ambient#12:chassis#13:bridgeCard
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Fan Condition OK,"result(o_2836, enums = {1:'other', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2833') ==2 and (active(a_590) or active(a_591))",HP-ISM:  Fan Condition at location %L is now OK,.1.3.6.1.4.1.232.6.2.6.7.1.9,90,HP-ISM: Power Supply Failure,2836,Fan Condition,1:other#2:ok#3:degraded#4:failed,
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Power Supply OK,"result(o_2838, enums = {1:'Not Present', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2839') == 2 and (active(a_587) or active(a_588))",HP-ISM:  Power Supply in bay %L is now OK,.1.3.6.1.4.1.232.6.2.9.3.1.2,90,HP-ISM: Power Supply Failure,2839,Power Supply Bay,,Indicates whether the power supply is present in the chassis.
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Power Supply OK,"result(o_2838, enums = {1:'Not Present', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2839') == 2 and (active(a_587) or active(a_588))",HP-ISM:  Power Supply in bay %L is now OK,.1.3.6.1.4.1.232.6.2.9.3.1.4,90,HP-ISM: Power Supply Failure,2838,Power Supply Status,1:Not Present#2:ok#3:degraded#4:failed,Power Supply status
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Power Supply Degraded,"result(o_2838, enums = {1:'Not Present', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2839') == 3",HP-ISM:  Power Supply in bay %L is now Degraded,.1.3.6.1.4.1.232.6.2.9.3.1.2,90,HP-ISM: Power Supply Failure,2839,Power Supply Bay,,Indicates whether the power supply is present in the chassis.
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Power Supply Degraded,"result(o_2838, enums = {1:'Not Present', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2839') == 3",HP-ISM:  Power Supply in bay %L is now Degraded,.1.3.6.1.4.1.232.6.2.9.3.1.4,90,HP-ISM: Power Supply Failure,2838,Power Supply Status,1:Not Present#2:ok#3:degraded#4:failed,Power Supply status
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Power Supply Failure,"result(o_2838, enums = {1:'Not Present', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2839') == 4",HP-ISM:  Power Supply in bay %L is now Failed,.1.3.6.1.4.1.232.6.2.9.3.1.2,90,HP-ISM: Power Supply Failure,2839,Power Supply Bay,,Indicates whether the power supply is present in the chassis.
Environmental,HP ISM: Power Supply/Fan,HP-ISM:  Power Supply Failure,"result(o_2838, enums = {1:'Not Present', 2:'OK', 3:'Degraded', 4:'Failed'}, label='o_2839') == 4",HP-ISM:  Power Supply in bay %L is now Failed,.1.3.6.1.4.1.232.6.2.9.3.1.4,90,HP-ISM: Power Supply Failure,2838,Power Supply Status,1:Not Present#2:ok#3:degraded#4:failed,Power Supply status
Environmental,HP ISM: Temperature,HP-ISM:  Temperature Condition Unknown,"result(o_2843, enums={1: 'other', 2: 'ok', 3: 'degraded', 4: 'failed'})  == 1",HP-ISM:  Temperature condition unknown,.1.3.6.1.4.1.232.6.2.6.8.1.6,90,HP-ISM: Temperature Condition Failed,2843,Temperature Condition,1:other#2:ok#3:degraded#4:failed,
Environmental,HP ISM: Temperature,HP-ISM:  Temperature Condition Healthy,"result(o_2843, enums={1: 'other', 2: 'ok', 3: 'degraded', 4: 'failed'})  == 2 and (active(a_593) or active(a_594) or active(a_595))",HP-ISM:  Temperature condition healthy,.1.3.6.1.4.1.232.6.2.6.8.1.6,90,HP-ISM: Temperature Condition Failed,2843,Temperature Condition,1:other#2:ok#3:degraded#4:failed,
Environmental,HP ISM: Temperature,HP-ISM:  Temperature Condition Degraded,"result(o_2843, enums={1: 'other', 2: 'ok', 3: 'degraded', 4: 'failed'})  == 3",HP-ISM:  Temperature condition degraded,.1.3.6.1.4.1.232.6.2.6.8.1.6,90,HP-ISM: Temperature Condition Failed,2843,Temperature Condition,1:other#2:ok#3:degraded#4:failed,
Environmental,HP ISM: Temperature,HP-ISM:  Temperature Condition Failed,"result(o_2843, enums={1: 'other', 2: 'ok', 3: 'degraded', 4: 'failed'})  == 4",HP-ISM:  Temperature condition Failed,.1.3.6.1.4.1.232.6.2.6.8.1.6,90,HP-ISM: Temperature Condition Failed,2843,Temperature Condition,1:other#2:ok#3:degraded#4:failed,
Performance,Microsoft Exchange,Exchange: Mailbox Avg Delivery Time has returned to normal.,"result(o_3528,label='o_3529') <= threshold(t_153) and active(a_748)",Mailbox %L Average Delivery Time now below threshold: (%Ts) currently (%Vs),AverageDeliveryTime,0,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,3528,MSExchangeISMailbox\\Avg Delivery Time,,"MSExchangeISMailbox\\AverageDeliveryTime    Counters expressing the amount of time spent processing traffic - The Average Delivery Time values, below, should be in the range of 600 to 900 milliseconds. If they are greater than 1500 milliseconds, this indicates a performance problem."
Performance,Microsoft Exchange,Exchange: Mailbox Avg Delivery Time has returned to normal.,"result(o_3528,label='o_3529') <= threshold(t_153) and active(a_748)",Mailbox %L Average Delivery Time now below threshold: (%Ts) currently (%Vs),Name,0,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,3529,MSExchangeISMailbox\\Name,,MSExchangeISMailbox\\Name    Name of the queue.
Performance,Microsoft Exchange,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,"result(o_3528,label='o_3529') > threshold(t_153)",Mailbox %L Average Delivery Time has exceeded threshold: (%Ts) currently (%Vs),AverageDeliveryTime,0,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,3528,MSExchangeISMailbox\\Avg Delivery Time,,"MSExchangeISMailbox\\AverageDeliveryTime    Counters expressing the amount of time spent processing traffic - The Average Delivery Time values, below, should be in the range of 600 to 900 milliseconds. If they are greater than 1500 milliseconds, this indicates a performance problem."
Performance,Microsoft Exchange,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,"result(o_3528,label='o_3529') > threshold(t_153)",Mailbox %L Average Delivery Time has exceeded threshold: (%Ts) currently (%Vs),Name,0,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,3529,MSExchangeISMailbox\\Name,,MSExchangeISMailbox\\Name    Name of the queue.
Performance,Microsoft Exchange,Exchange: Mailbox Receive Queue Size has returned to normal.,"result(o_3530,label='o_3529') <= threshold(t_154) and active(a_750)",Mailbox %L Receive Queue Size now below threshold: (%T%) currently (%V%),Name,0,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,3529,MSExchangeISMailbox\\Name,,MSExchangeISMailbox\\Name    Name of the queue.
Performance,Microsoft Exchange,Exchange: Mailbox Receive Queue Size has returned to normal.,"result(o_3530,label='o_3529') <= threshold(t_154) and active(a_750)",Mailbox %L Receive Queue Size now below threshold: (%T%) currently (%V%),ReceiveQueueSize,0,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,3530,MSExchangeISMailbox\\Receive Queue Size,,"MSExchangeISMailbox\\ReceiveQueueSize    These counters reflect the message queue sizes for each instance of the Public or Mailbox stores (internal or external email). Although brief spikes are not uncommon, all of these counters should be close to zero during normal operations. Though the goal is a queue size at or nearly at zero ( queue counters that don’t return to nearly zero within 10 to 15 minutes indicate a potential issue with message routing or service processing.), acceptable performance for some larger environments may have queue sizes ranging from 5 to 10 are not uncommon. So, it’s important to monitor this value over time to get a feel for the baseline server."
Performance,Microsoft Exchange,Exchange: Mailbox Receive Queue Size has exceeded threshold.,"result(o_3530,label='o_3529') > threshold(t_154) and o_3530 < 0xffffffff",Mailbox %L Receive Queue Size has exceeded threshold: (%T%) currently (%V%),Name,0,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,3529,MSExchangeISMailbox\\Name,,MSExchangeISMailbox\\Name    Name of the queue.
Performance,Microsoft Exchange,Exchange: Mailbox Receive Queue Size has exceeded threshold.,"result(o_3530,label='o_3529') > threshold(t_154) and o_3530 < 0xffffffff",Mailbox %L Receive Queue Size has exceeded threshold: (%T%) currently (%V%),ReceiveQueueSize,0,Exchange: Mailbox Avg Delivery Time has exceeded threshold.,3530,MSExchangeISMailbox\\Receive Queue Size,,"MSExchangeISMailbox\\ReceiveQueueSize    These counters reflect the message queue sizes for each instance of the Public or Mailbox stores (internal or external email). Although brief spikes are not uncommon, all of these counters should be close to zero during normal operations. Though the goal is a queue size at or nearly at zero ( queue counters that don’t return to nearly zero within 10 to 15 minutes indicate a potential issue with message routing or service processing.), acceptable performance for some larger environments may have queue sizes ranging from 5 to 10 are not uncommon. So, it’s important to monitor this value over time to get a feel for the baseline server."
Performance,Microsoft SQL Server Buffer Statistics,SQL Server: Buffer Cache Hit Ratio under threshold.,result(o_3713) < threshold(t_166),SQL Server: Buffer Cache Hit Ratio under threshold (%T%). Current: (%V%),Buffercachehitratio,90,SQL Server: Page Life Expectancy has exceeded threshold.,3713,Buffercachehitratio,,Percentage of pages that were found in the buffer pool without having to incur a read from disk.
Performance,Microsoft SQL Server Buffer Statistics,SQL Server: Buffer Cache Hit Ratio has returned to normal.,result(o_3713) >= threshold(t_166) and active(a_763),SQL Server: Buffer Cache Hit Ratio has returned to normal. Current: (%V%),Buffercachehitratio,90,SQL Server: Page Life Expectancy has exceeded threshold.,3713,Buffercachehitratio,,Percentage of pages that were found in the buffer pool without having to incur a read from disk.
Performance,Microsoft SQL Server Buffer Statistics,SQL Server: Page Life Expectancy has returned to normal.,result(o_3720) <= threshold(t_165) and active(a_761),SQL Server: Page Life Expectancy has returned to normal. Current: (%Vs),Pagelifeexpectancy,90,SQL Server: Page Life Expectancy has exceeded threshold.,3720,Pagelifeexpectancy,,Number of seconds a page will stay in the buffer pool without references.
Performance,Microsoft SQL Server Buffer Statistics,SQL Server: Page Life Expectancy has exceeded threshold.,result(o_3720) > threshold(t_165),SQL Server: Page Life Expectancy has exceeded threshold (%Ts). Current: (%Vs),Pagelifeexpectancy,90,SQL Server: Page Life Expectancy has exceeded threshold.,3720,Pagelifeexpectancy,,Number of seconds a page will stay in the buffer pool without references.
Performance,Microsoft SQL Server Plan Cache Statistics,SQL Server: Plan Cache Hit Ratio below threshold.,"result(o_3723,label='o_3722') < threshold(t_167)",SQL Server: Cache Hit Ratio %L below threshold. (%T%) Current: (%V%),CacheHitRatio,60,SQL Server: Plan Cache Hit Ratio below threshold.,3723,CacheHitRatio,,Ratio between cache hits and lookups
Performance,Microsoft SQL Server Plan Cache Statistics,SQL Server: Plan Cache Hit Ratio below threshold.,"result(o_3723,label='o_3722') < threshold(t_167)",SQL Server: Cache Hit Ratio %L below threshold. (%T%) Current: (%V%),Name,60,SQL Server: Plan Cache Hit Ratio below threshold.,3722,Name,,"The Name property defines the label by which the statistic or metric is known. When subclassed, the property can be overridden to be a Key property."
Performance,Microsoft SQL Server Plan Cache Statistics,SQL Server: Plan Cache Hit Ratio has returned to normal.,"result(o_3723,label='o_3722') >= threshold(t_167) and active(a_765)",SQL Server: Cache Hit Ratio %L has returned to normal. Current: (%V%),CacheHitRatio,60,SQL Server: Plan Cache Hit Ratio below threshold.,3723,CacheHitRatio,,Ratio between cache hits and lookups
Performance,Microsoft SQL Server Plan Cache Statistics,SQL Server: Plan Cache Hit Ratio has returned to normal.,"result(o_3723,label='o_3722') >= threshold(t_167) and active(a_765)",SQL Server: Cache Hit Ratio %L has returned to normal. Current: (%V%),Name,60,SQL Server: Plan Cache Hit Ratio below threshold.,3722,Name,,"The Name property defines the label by which the statistic or metric is known. When subclassed, the property can be overridden to be a Key property."
Performance,Cisco: CPU,Cisco: CPU has returned to normal,"result(o_444, label='o_443') <= threshold(t_10) and active(a_84)",(%L) has returned below threshold: %T% currently %V%,CPU 5 Minute Average,30,Cisco: CPU has exceeded major threshold,444,CPU 5 minute average percent,,The overall CPU busy percentage in the last 5 minute period. This object deprecates the avgBusy5 object from the OLD-CISCO-SYSTEM-MIB. This object is deprecated by cpmCPUTotal5minRev which has the changed range of value (0..100).
Performance,Cisco: CPU,Cisco: CPU has returned to normal,"result(o_444, label='o_443') <= threshold(t_10) and active(a_84)",(%L) has returned below threshold: %T% currently %V%,CPU Description,30,Cisco: CPU has exceeded major threshold,443,CPU Description,,
Performance,Cisco: CPU,Cisco: CPU has exceeded threshold,"result(o_444, label='o_443') > threshold(t_10)",(%L) has exceeded threshold: %T% currently %V%,CPU 5 Minute Average,30,Cisco: CPU has exceeded major threshold,444,CPU 5 minute average percent,,The overall CPU busy percentage in the last 5 minute period. This object deprecates the avgBusy5 object from the OLD-CISCO-SYSTEM-MIB. This object is deprecated by cpmCPUTotal5minRev which has the changed range of value (0..100).
Performance,Cisco: CPU,Cisco: CPU has exceeded threshold,"result(o_444, label='o_443') > threshold(t_10)",(%L) has exceeded threshold: %T% currently %V%,CPU Description,30,Cisco: CPU has exceeded major threshold,443,CPU Description,,
Performance,Cisco: CPU,Cisco: CPU has exceeded minor threshold,"result(o_444, label='o_443') > threshold(t_278)",%L has exceeded threshold: (%T%) currently (%V%),CPU 5 Minute Average,30,Cisco: CPU has exceeded major threshold,444,CPU 5 minute average percent,,The overall CPU busy percentage in the last 5 minute period. This object deprecates the avgBusy5 object from the OLD-CISCO-SYSTEM-MIB. This object is deprecated by cpmCPUTotal5minRev which has the changed range of value (0..100).
Performance,Cisco: CPU,Cisco: CPU has exceeded minor threshold,"result(o_444, label='o_443') > threshold(t_278)",%L has exceeded threshold: (%T%) currently (%V%),CPU Description,30,Cisco: CPU has exceeded major threshold,443,CPU Description,,
Performance,Cisco: CPU,Cisco: CPU has exceeded major threshold,"result(o_444, label='o_443') > threshold(t_279)",%L has exceeded threshold: (%T%) currently (%V%),CPU 5 Minute Average,30,Cisco: CPU has exceeded major threshold,444,CPU 5 minute average percent,,The overall CPU busy percentage in the last 5 minute period. This object deprecates the avgBusy5 object from the OLD-CISCO-SYSTEM-MIB. This object is deprecated by cpmCPUTotal5minRev which has the changed range of value (0..100).
Performance,Cisco: CPU,Cisco: CPU has exceeded major threshold,"result(o_444, label='o_443') > threshold(t_279)",%L has exceeded threshold: (%T%) currently (%V%),CPU Description,30,Cisco: CPU has exceeded major threshold,443,CPU Description,,
Performance,Cisco: CPU,Cisco: CPU has exceeded critical threshold,"result(o_444, label='o_443') > threshold(t_280) and not (result(o_444, label='o_443') > 100)",%L has exceeded threshold: (%T%) currently (%V%),CPU 5 Minute Average,30,Cisco: CPU has exceeded major threshold,444,CPU 5 minute average percent,,The overall CPU busy percentage in the last 5 minute period. This object deprecates the avgBusy5 object from the OLD-CISCO-SYSTEM-MIB. This object is deprecated by cpmCPUTotal5minRev which has the changed range of value (0..100).
Performance,Cisco: CPU,Cisco: CPU has exceeded critical threshold,"result(o_444, label='o_443') > threshold(t_280) and not (result(o_444, label='o_443') > 100)",%L has exceeded threshold: (%T%) currently (%V%),CPU Description,30,Cisco: CPU has exceeded major threshold,443,CPU Description,,
Environmental,Cisco: WLC Temperature,Cisco: WLC Temperature Normal,result(o_6512) <= threshold(t_236) and (active(a_1072) or active(a_1073) or active(a_1074)),"Cisco: WLC Temperature under threshold: %TC, currently: %VC",.1.3.6.1.4.1.14179.2.3.1.13,60,Cisco: WLC Temperature Major,6512,bsnSensorTemperature,,Current Internal Temperature of the unit in Centigrade
Environmental,Cisco: WLC Temperature,Cisco: WLC Temperature Critical,result(o_6512) > threshold(t_234),"Cisco: WLC Temperature over critical threshold: %TC, currently: %VC",.1.3.6.1.4.1.14179.2.3.1.13,60,Cisco: WLC Temperature Major,6512,bsnSensorTemperature,,Current Internal Temperature of the unit in Centigrade
Environmental,Cisco: WLC Temperature,Cisco: WLC Temperature Major,result(o_6512) > threshold(t_235) and o_6512 <= t_234,"Cisco: WLC Temperature over major threshold: %TC, currently: %VC",.1.3.6.1.4.1.14179.2.3.1.13,60,Cisco: WLC Temperature Major,6512,bsnSensorTemperature,,Current Internal Temperature of the unit in Centigrade
Environmental,Cisco: WLC Temperature,Cisco: WLC Temperature Minor,result(o_6512) > threshold(t_236) and o_6512 <= t_235,"Cisco: WLC Temperature over minor threshold: %TC, currently: %VC",.1.3.6.1.4.1.14179.2.3.1.13,60,Cisco: WLC Temperature Major,6512,bsnSensorTemperature,,Current Internal Temperature of the unit in Centigrade
Availability,Fortigate: VPN Status,Fortigate: VPN Down,"result(o_6522 != 2, label='o_6520')",VPN %L is currently down,.1.3.6.1.4.1.12356.101.12.2.2.1.2,10,Fortigate: VPN Down (Vitamin Shoppe),6520,Phase 1 Name,,Descriptive name of phase1 configuration for the tunnel
Availability,Fortigate: VPN Status,Fortigate: VPN Down,"result(o_6522 != 2, label='o_6520')",VPN %L is currently down,.1.3.6.1.4.1.12356.101.12.2.2.1.2,30,Fortigate: VPN Down,6520,Phase 1 Name,,Descriptive name of phase1 configuration for the tunnel
Availability,Fortigate: VPN Status,Fortigate: VPN Down,"result(o_6522 != 2, label='o_6520')",VPN %L is currently down,.1.3.6.1.4.1.12356.101.12.2.2.1.20,10,Fortigate: VPN Down (Vitamin Shoppe),6522,VPN Status,1:down#2:up#,Current status of tunnel (up or down)
Availability,Fortigate: VPN Status,Fortigate: VPN Down,"result(o_6522 != 2, label='o_6520')",VPN %L is currently down,.1.3.6.1.4.1.12356.101.12.2.2.1.20,30,Fortigate: VPN Down,6522,VPN Status,1:down#2:up#,Current status of tunnel (up or down)
Availability,Fortigate: VPN Status,Fortigate: VPN Up,"result(o_6522 == 2, label='o_6520') and active(a_1078)",VPN %L is back up,.1.3.6.1.4.1.12356.101.12.2.2.1.2,10,Fortigate: VPN Down (Vitamin Shoppe),6520,Phase 1 Name,,Descriptive name of phase1 configuration for the tunnel
Availability,Fortigate: VPN Status,Fortigate: VPN Up,"result(o_6522 == 2, label='o_6520') and active(a_1078)",VPN %L is back up,.1.3.6.1.4.1.12356.101.12.2.2.1.2,30,Fortigate: VPN Down,6520,Phase 1 Name,,Descriptive name of phase1 configuration for the tunnel
Availability,Fortigate: VPN Status,Fortigate: VPN Up,"result(o_6522 == 2, label='o_6520') and active(a_1078)",VPN %L is back up,.1.3.6.1.4.1.12356.101.12.2.2.1.20,10,Fortigate: VPN Down (Vitamin Shoppe),6522,VPN Status,1:down#2:up#,Current status of tunnel (up or down)
